,rating,name,review,verified,vote,date,length
3739,negative,Claudia Gallegos,After one use it came apart Buuhh,True,0.0,27.04.2018,7
3740,positive,PT Padgett,I only used one and it seems to be working fine,True,0.0,27.03.2018,11
3743,negative,Liu Xiao,did not see much improvement on precalibrated new monitors Only some for monitor more than years old that we do not use anymore,True,0.0,27.01.2018,23
3744,negative,A fair reviewer,The back of this display is NOT flat making it impossible to wall mount without shims see attached photo Having such an incredibly obvious and blatant design flaw is very disappointing and makes me wonder what other compromises the designers made that I have not yet found,True,0.0,01.05.2018,47
3747,negative,The Shah Sleeps In Lee Harvey&#039;s Grave,Its an optical drive I do not know the difference between the different models with price difference It is very cheaply made,True,0.0,07.06.2018,22
3748,neutral,MadMac66,Seems to work okay Just no way to tell if I am getting a better signal or not,True,0.0,24.01.2018,18
3749,negative,Nate L,Stopped working for no reason Worked well while it lasted though I did not check what the warranty was and now its probably too late Never connects to my device now Maybe just a defective one but I was pretty disappointed,True,0.0,28.06.2018,41
3750,positive,buyer1,As described Excellent build quality Dimensions correct,True,0.0,19.08.2018,7
3751,neutral,Mike Silva,Buy the,True,0.0,10.04.2018,2
3752,positive,WC,i opened the box unpacked the Mic the Tri Pod and the wind screen I plugged in the USB mic cord into my computers USB and got on the Air Transmitting I was told from all my contacts it was a Clear High Quality Audio I am very satisfied,True,0.0,13.09.2018,49
3753,negative,GT Man,Terrible speakerpoor sound qualityalso there reviews are not truthfulsearch,False,4.0,20.02.2018,9
3754,positive,Dave,My cable manufacturer of choice Excellent design and workmanship,True,0.0,11.05.2018,9
3755,positive,Robert,Works great in my home cameras,True,0.0,12.06.2018,6
3757,neutral,martin russell,No HDMI,True,0.0,07.03.2018,2
3758,negative,Jacob Rabin,Item came DOA and I had to pay to return it for a refund,True,0.0,18.01.2018,14
3759,neutral,Greg P.,Usually love this brand and sound is very good but this pair have a rubberized wire usually its some kind of cloth material and that tends to stick to itself that means at time the cord effectively is a short as the point where they too sides stick to each other and pulls ear bud out of ear if you move Not sure I can explain it well but opt for the wire what is not rubberized Did not return this because I purchased ages ago as a back up and needed them Will buy Symphonized again just not this model,True,0.0,16.06.2018,101
3760,neutral,B. Stamand,In addition to standing out a bit compared to the average wall plate it has a soft and cheap feel I am pretty sure it will need to be replaced within a couple years It did work and included an odd low voltage bracket thing,True,0.0,08.01.2018,45
3761,negative,Debra B,does not work correctly,True,0.0,28.04.2018,4
3762,positive,NYC Family,Logitech is my go to,True,0.0,04.02.2018,5
3763,negative,Cavan,I use this due to installing a new gas range It would not even alarm when placed directly in the unlit gas burner No confidence this will keep me and my family safe,True,0.0,26.05.2018,33
3764,neutral,Michael Spalt,Really was not a bad install Had one camera bad which Amcrest swapped out The app sometimes crashes the PC viewer is sometimes laggy But overall it does the job well The dvr started giving us weird error messages and finally died after years of use,True,0.0,08.03.2018,46
3766,positive,Evelyn,Its okay,True,0.0,27.07.2018,2
3767,neutral,Keitholeous,I have seen comments regarding the way this item fits on the eyepiece of the camera Having purchased what could be called Nikon after market items before in particular a viewfinder cup for a Nikon D I know that things like this tend not to fit as snugly as you would like them to so they are perhaps more prone to getting lost It is pretty much a case of you get what you pay for and Nikon OEM items are going to cost you more period Then again the Nikon OEM items are not immune to getting lost either so you have to decide how much you want to pay and go from there I have one family member who whilst being a great amateur photographer is prone to losing anything and everything when it comes to camera equipment so I got these items by way of insurance policy should the original fall eyepiece cup fall off somewhere when we are out taking pictures So you could say I plan to use them as a stopgap if I need to should the original viewfinder cup part company with the camera body As long as the item remains in place long enough for me to order something better when I get home then it will have served its purpose,True,0.0,07.02.2018,219
3768,positive,Dave In Tampa,Ill be brief This is a GREAT mounting bracket They have included almost every piece of mounting hardware you could need I had to get a few screws from Home Depot but that was my fault The biggest challenge is getting it to remain level I am lucky in that it sits right above my cable box so I use a small wooden shim to level it up A suggestion for Mounting Dreams is to have the bracket that attaches to the wall have vertical adjustment holes as well as horizontal The quality of the metal used is very upscale and heavy duty therefore it is not light I would highly suggest wing nuts for plaster board To be safe use the large wood screws they enclose to mount to wall studs,True,0.0,04.06.2018,132
3769,neutral,T. Le,For the price its ok Sound quality was not there,True,0.0,04.04.2018,10
3770,neutral,J. Rehavi,Second cord first fell apart in the connection area,True,0.0,18.07.2018,9
3771,positive,Amazon Customer,as described,True,0.0,12.07.2018,2
3772,negative,Skip Whiffle,does not work with a Mac The drive came readonly Disk Utility would not reformat it Huge waste of time,True,0.0,02.03.2018,20
3773,neutral,Cindi,Fit perfectly on the LG K but it is not heavy duty,True,0.0,03.01.2018,12
3774,neutral,Cleveland Hunt,Other colors are better quality,True,0.0,24.03.2018,5
3775,negative,IJ+,I bought this back in June and during initial setup it does not have Toshiba TV instructions it completely shut off and did not turn back on I had to send it back and get a new one which took weeks By this time its midJuly and it finally worked It sounds great and really gives a fantastic surround sound experience Now to the bad part The HDMI ARC connection the way it connects to the TV has now failed The TV recognizes the speaker and is correctly configured for the speaker but the speaker does not connect to the TV anymore And all the other devices that I have been plugging into the device will not work either Other ways of connecting still works but the only surround sound connection option on the sound bar no longer works It is only early September so in literally a month and a half my second speaker fails I have no desire to go through the sending it back and getting yet another speaker just so it will fail Needless to say I am consistently disappointed I really wanted to like it and I was happy supporting a smaller company but these continuous failures has destroyed my confidence I can not recommend this product,False,0.0,07.09.2018,212
3776,negative,Helio F Anjos,no good,True,0.0,06.02.2018,2
3777,neutral,Dirk Allen,Optics seem clear lens threads seem rough but could be the lens threads and not these however I have only this one filter and lens in this size,True,0.0,02.01.2018,28
3780,neutral,Blizzard,Worked well,True,0.0,04.03.2018,2
3782,positive,Jimmy James,Great price on a great looking picture quality monitor Did not come with HDMI cable Luckily i had a spare or it would have gone back to Amazon It did ship with outdated useless VGA cable however Update just yook delivery on another one as my probably yr old hp started showing ant wars instead of what it was supposed to No HDMI CABLE again Product description and check list show HDMI cable VGA is what was in of these boxes x is no guarantee of picture quality Its OK but no sony trinitron,True,0.0,28.04.2018,94
3784,negative,Ataa A.,out of five were DoA Other works well but very noisy and get really hot after hours V A I bought these to replace old noisy extruder fan on my D printer but these are noisier,False,0.0,06.06.2018,36
3786,neutral,D G of  Va,one of the that I purchased stopped charging,True,0.0,10.03.2018,8
3788,negative,BlueBomberTurbo,Camera side mounts snugly lens side has a bit of wiggle that makes focusing on looser lenses difficult Lenses also focus well past infinity which hurts the minimum focus distance That said there really is not an alternative,True,0.0,09.06.2018,38
3789,negative,Foars,too many false alarms not enough early alerts by time the alarm goes off they can already see me,True,0.0,15.04.2018,19
3790,negative,Customer Reviewer,This USB stick was used just a few times and then put away months later and Windows shows an error and will not recognize it After trying several different computers this craptacular Kingston gb stick can not even be formatted Waste of money and time,False,0.0,04.01.2018,45
3793,positive,The Lively&#039;s,I have to admit I had my doubts However wow This little box does everything it says it will do Skeptic I am I went to the JTech Digital web site because I was not entirely clear as to the differences between their various boxes This was much more helpful insofar as understanding what features each one offered I bought the JTDATCH as my receiver is a Pioneer VSXTX and did not need the added features the more expensive models I use this device to strip out the digital audio from my Roku and send it to my receiver to be processed into surround sound The only flaw is the digital audio data that makes to the receiver must be incomplete The surround sound seems complete in terms of separation however my processor does not eliminate the part of the display that indicates which speakers are being powered nor does it turn on the indicator that tells you the subwoofer is being brought into play This may have to do with the fact that the manufacturer did not license Dolby firmware on their chipset and consequently any Dolby encoding that may be in the source is lost when it passes through the box Nevertheless I recommend this product if your receiver like mine does not support HDMI,True,0.0,27.05.2018,217
3794,neutral,andrew,The Bluetooth stopped working Tried multiple other devices But audio in still works so still a perfect for for my Alexa,True,0.0,03.08.2018,21
3795,positive,TOM C.,lots of pix,True,0.0,24.04.2018,3
3797,positive,Amazon Customer,Works well for aligning your telescope I used rubber bands to hold it in place while trying it out on different places on the OTA You do have to stand back a ways to be in the best position to see the red circles If you are not at the right viewing angle you will think the light is not working I appreciate being able to dim the circles and the flashing option is great when trying to sight dimmer objects Easy to adjust as well Using the Quikfinder for the first time I was able to zero in more quickly and see more objects Definitely a great product,True,0.0,25.01.2018,109
3798,positive,ashley casias,As shown,True,0.0,23.03.2018,2
3799,neutral,Gyakusetsu,The shape and aesthetic of the keyboard and mouse both are pretty great The space between the two halves of the keyboard is great to speed up typing and improve accuracy I really want to like this set but only about a week in the rubber grip for the mouse began to rub off Now the separate number pad intermittently cuts out and replacing the battery does not fix the issue The number pad is kind of the last straw so I am going to have to replace this after only a few months of use,False,0.0,09.01.2018,96
3800,negative,AB,I used one and It did not work at all I can blow air better that this cans It did not clean at all the dust from my pc,True,0.0,10.01.2018,29
3801,positive,Heath Adams,This cable allows ones and zeros to pass through it Works as designed,True,0.0,25.04.2018,13
3802,negative,Mau,Way too bright and too hot,True,0.0,16.04.2018,6
3804,neutral,Amazon Customer,nice motherboard,True,0.0,03.05.2018,2
3805,neutral,Mr. J,Worked for the most part but the slider to hold the button did not work So I hand to manually hold it for bulb mode,True,0.0,19.05.2018,25
3806,neutral,edgar herrera,Works well but does not pass through anything other than stereo I wanted to use this with the Nintendo switch so i could connect it to my surround sound system I tried different cables and set ups but i just got stereo It works for my other uses but still pretty disappointed,True,0.0,17.03.2018,52
3807,positive,Claus Samayoa,fast ship worked perfect love the many mounting options,True,0.0,05.06.2018,9
3808,negative,Hozer,this gadget will only snap pictures and turn off video on my Samsung Galaxy S It will not start video which is what I wanted it for Very disspointed,True,0.0,30.01.2018,29
3809,negative,Egan Michael Beard,Its was a great stereo but just randomly stopped working one day no idea as to why had it hooked up correctly and new fuses and it still would not turn on,True,0.0,25.03.2018,32
3811,positive,Cactus Gramby,Already had a case for my beloved Voyage but wanted a change of color Fintie has quite a selection and I found one to try After prying off the other case Id had only a couple months I slipped on the Fintie Wow Quite a bit easier yet it fits my Voyage so perfectly and holds it securely Took it off just to try and it was not difficult Well guess I have found the brand case I will continue to purchase I really like to change cases to get a new color and pattern to keep it fresh It fits comfortable in my hand with its slightly tapered edges and is a solid magnetic closure does not come open in my tote bag The open to wake response is perfect So glad I found this one,True,0.0,25.01.2018,137
3812,neutral,Daniel Selvidge,This thing generates some noise The fan is horrid I currently have it turned off and will be replacing it soon The fan started off with a light rattle that was not too bad and almost vanished when laid flat Now its loud enough to hear over a surround sound system during a movie The case itself does the job and the product has not failed its purpose but the fan was just so bad from day that I had to dock some stars,True,0.0,29.05.2018,84
3813,positive,Taufique,Works pretty well,True,0.0,21.02.2018,3
3814,positive,Lord Renel,Received it today and I downloaded the app and set it up I need to fine tune before I can give it a star Will update this post once I do,True,0.0,25.07.2018,31
3815,neutral,hugo quinonesw,Ok,True,0.0,25.01.2018,1
3816,positive,USMC,Good case for the kindle,True,0.0,18.05.2018,5
3820,neutral,thomas m.,Works well with my Chromebook and my foldable stand,True,0.0,04.02.2018,9
3821,positive,Thomas G. Foglia,Good quality Works fine,True,0.0,24.01.2018,4
3822,positive,Juanita,satisfied,True,0.0,09.02.2018,1
3823,negative,khalil mohammed,did not hold for week and while I am running it fail down broke my watch screen DO NOT BUY,True,0.0,01.09.2018,20
3824,negative,Dixon Elder,Failed just a week after warranty Enough said,True,0.0,16.06.2018,8
3826,negative,Oleg Sukharenko,Its behind at the rate of minutes per week It would be nice if it would show the correct time,True,0.0,21.01.2018,20
3827,negative,Chawks,Unfortunately I had to return this adapter Why Every time I connected usb flash drives to my MacBook Pro my Wifi connection died This is a known issue if the adapter has not been properly shielded Both Intel and Apple have posted articles about this problem I have tested multiple brands trying to find one that did not interfere with wifi So far the only adapter that I have found that always works is the Apple adapter httpssmileamazoncomAppleUSBCtoUSBAdapterdpBVUOIDrefsr__selectronicsieUTFqidsrkeywordsappleusbctousba,True,0.0,15.04.2018,78
3828,positive,peter blount,fast delivery good quality low cost,True,0.0,08.05.2018,6
3829,neutral,valleyman,This product looks like the transmitter recommended by Don Lindch Sound Vision plus a gooseneck After finding the VicTsing Bluetooth upgraded transmitter weak in mic read my star review of VicTsing V EDR Bluetooth FM Transmitter for Car and Linch warning against newer models in a followup I decided this was the one to go for my second car The first test I gave was phone call I used the same test procedure as I gave the other one calling my voice mail from parked car The result was very pleasant The recordings are clear and intelligible even in my normal voice part In other words this fulfills its promise as an incar handsfree device Audio playback from my phones Bluetooth is as strong as the other one In other words sound is in par with the other VicTsing ie much better than the many FM transmitters I had tried before Compared with the other VicTsing this model has more buttons I agree with Lindch that they make operations simpler However this one has only one USB port which I consider a shortcoming It has a line LCD display compared with the other models roughly fivecharacter total However the lines are on such a small area that it is totally impractical to read anything while driving So the larger display not a real advantage Besides the LCD backlight is as dim as the other model making it nearly impossible to read even without the car moving The deal breaker though is the assembly of my unit The head is attached opposite to the picture in product description That means that the user must have a twisted neck to read text in the normal orientation In addition the button is also on the opposite side Out to RMA it goes Just a note This models Bluetooth ID is shown as T The one Lindch recommends is shown as T,True,0.0,10.08.2018,318
3833,neutral, ,I have been using a Flashpoint R for Canon Godox XTC equivalent for my Canon cameras SL D rented D Mark IVs D Mark IIs and DX Mark IIs with a Flashpoint Studio strobe and a Flashpoint R flash Godox TTC equivalent for a while now Its been just perfect for my needs and it was a steal for Now that I shoot Sony III as my main FF I needed a transmitter for the MultiTerminal It was again a steal and has been working great I am happy to say Flashpoint and Godox work fine together and I have not had a problem yet I can trigger my Canon lights off camera with the Sony trigger While the Canon flashes work fine oncamera in manual most of my work that utilizes flash is done with offcamera lights A huge benefit of these new FlashpointGodox flashes is their ability to recognize different TTL systems When I put the trigger into TTL mode the display on the flash says Sony and everything down to flash compensation works as intended All in all the Godox XTS has lived up to my experience with my Flashpoint Canon equivalent and I migrated my entire flash system over for It has not glitched out dropped signal or given me any reason to not praise it I now have a Godox XRC coming for my Yongnuo flash so I can have a fully compatible system when needed I fully expect that to integrate fine into this system EDIT July Trigger stopped working all of a sudden did not do anything to it it was just stored exactly like my Canon trigger and receiver of the same brand This is now stars as per my rule for failure if it is otherwise a good product Quality control and malfunction Can be manufacturer or design issue so it is fitting that I at least tentatively rate it as such Will update once I can pinpoint whether or not it can be fixed and how common of a problem it is,True,0.0,28.06.2018,342
3835,neutral,J. Daricek,So I have had this for a few months And now that I need to use it I noticed certain cameras are frozen and I can not play them back even though they are set to record Also I can not connect to internet either,True,0.0,07.07.2018,45
3836,negative,Lana A.,Too tight to fit CDs in backtoback pockets,True,0.0,03.04.2018,8
3837,neutral,aigomorla,The blue makes things difficult to see on black keyboards in a low lite room I wish they made a different color like red or white even so it could contrast better The location of the korean font is great however It does not clutter with keys where the letter is printed in the center like most keyboards I just wish it came in a different color,True,0.0,15.07.2018,67
3838,negative,Andrew,This is a worthless product Perhaps I misread the description but I believed that this would allow me to plug one end of a lightning cable into one side and the Apple Pencil in the other All this product does is provide a slight extension from one lightning port to the Pencil I do not even know why the product exists I find it to be useless,True,0.0,03.05.2018,67
3840,negative,Matthew,I waited to see how this unit would last it lasted a month over one year It is an awesome product dual alarms nice display excellent projection and wonderful nature sounds I really like everything about the unit But NOW it just starts flashing weird numbers on the screen and none of the buttons do anything anymore and the projector does not come on anymore either VERY DISAPPOINTED that this thing only lasted a year DEFINITELY NOT GOING TO BUY ANOTHER ONE Its a sweet little unit and has the stuff to make you love it but do not,True,0.0,17.07.2018,99
3841,positive,Spencer Waters,Work great Purchased as a christmas gift for my nephew that does marine welding so requires water proofing,True,0.0,23.03.2018,18
3842,negative,Amazon Customer,Userbenchmarks are poor for this one Below average Dissappointed,True,0.0,29.05.2018,9
3843,positive,I know,Great for Xbox one moc,True,0.0,04.05.2018,5
3844,negative,JDC,I had the previous version of this camera and loved it It took a lot of abuse through various trips and eventually died I really wanted the water proof and shock proof features so I bought this new model There has already been reviews complaining that the MP chip was subpar and resulted in grainy pictures The reviews were correctI wish I had listened to them The old model also had a great macro zoom focus It seemed like I could zoom in a manually focus on the tiniest of details Well not in this model Overall disappointing,True,0.0,21.02.2018,98
3846,positive,Shaun,Its decent,True,0.0,23.06.2018,2
3847,neutral,TopDog1,Essential adapter for todays audio products One broke after just one use but at this price not a deal killer,True,0.0,14.07.2018,20
3849,neutral,Amazon Customer,One of the earbuds stopped working after only months Sent the seller a message and after a bit they got back to me and sent a new pair Hopefully these will hold up better,True,0.0,05.01.2018,34
3850,negative,Ann,I have had of these in the last two years They just do not last Save your money,True,0.0,17.06.2018,18
3851,positive,RRH92,Perfect entry level Go Pro Used on camping trips sporting events and now on travels abroad,True,0.0,31.03.2018,16
3853,negative,ANV Ohio,I have two of these and have noticed problems with the power supplies I switched out the wall plug to USB and they work But out of I had problems with so far,True,0.0,18.01.2018,33
3855,neutral,JeffWeHo,Be careful what you buy All Asus Q connectors are not the same That was probably an error on my part,True,0.0,21.03.2018,21
3856,positive,G. W. OMary,WellI have had the GX for just a little over days and I am already thinking of selling one or two of my other Canons The pictures and movies I have takenshot are among the best i have ever done It is the camera not me I have a Canon Ti and a couple of Canon Ds I also have another Canon Power Shot and a Sony I am finding that this GX does it all and is extremely easy to use Recently I took movies of a singing group and I did not have time to set up my tripod so I held the camera for over minutes thinking the entire time that my movies was going ot be crap Not so I was really more than pleased with the results This is a great camera and I can easily recommend it to anyone,True,2.0,21.07.2018,145
3857,negative,Michael R. Cruz,Plugged it in to my charger and plugged in the Apple Pencil and nope not working Checked the lighting cable plugged it to my iPad Pro also not working Are these even gone testing Quality looks good but was so disappointed it does not work out of the box,True,0.0,23.03.2018,49
3858,neutral,Tim T,Included hardware is lowquality and you will probably have to buy more but the stand itself is fairly nice quality and built tough,True,0.0,25.01.2018,23
3859,positive,Bookwyrm,This is an awesome little handheld emulator I tried a couple of other options first including a PocketSprite horrid sound and resolution and a PiGRRL not bad but heavy and awkward to hold and not my style Let me tell you the GPD is just what I was looking for and I wish I had tried it first I LOVE THIS THING I can play games from all types of platforms including my Steam games yay Nintendo games and so much more The GPD even let us you map controls for Android games I am playing the Android version of Bully on it and its awesome The GPD is light slim and smooth around the edges If you like holding a Nintendo DS you will like how the GPD feels in your hands and oh yes you can play DS games on it too I am a happy camper Did I mention that Very very happy with this purchase,True,0.0,04.08.2018,159
3861,negative,M. Adam,Perfect until it breaks I am on my second pair since my initial order approximately months ago luckily their warranty program is easy and am already experiencing the breakdown of the second unit Pros Multipoint Call Quality Comfort Battery Life Cons Durability,True,0.0,26.06.2018,42
3862,negative,David Heisel,What a disappointment I own a number of older Gyration units but the company has since changed ownership over the years They do not seem to have good design people because the product has actually gotten WORSE over the years Here are some examples of problems with their air mouse The mouse buttons no longer work when the mouse is sitting in the charging cradle This is a HUGE issue if you use this mouse for a media center With the old unit you could reach over and pause your video by clicking the mouse button but with the new units you have to pick the mouse up off the cradle before pressing the buttons will do anything Who thought this was a good idea The gyro function now stops working if anything gets near the tabletopproximity sensor So if you are using it as a gyro mouse it will just stop working whenever you accidentally move it too close to your bodyclothing I was able to use my old gyro mouse under a blanket while snuggled up on the couch but the new units are impossible to use like this Incredibly frustrating They greatly reduced the double click time on the gyro trigger which locks it into gyro mode vs the normal momentary gyro mode while the trigger is held down In practice this means that you are constantly accidentally locking it into gyro mode which is incredibly frustrating The old units had a much longer doubleclick time and as a result you NEVER accidentally activated the gyro lock In fact I did not even know the lock feature existed until I went back and tried this on an old unit to confirm When you pick the mouse up off the cradle it takes about seconds for it to start working That is an eternity in computer time totally unacceptable They claim to have fixed this in the newest version but why did they make this change in the first place The old units worked instantly There are other more minor annoyances with the new units So disappointed that I had to return these new mice They are basically unusable garbage now Instead I am buying new batteries for my old mice and praying that they do not die on me,True,0.0,08.05.2018,382
3863,negative,Kitty123,It came half broken I threw it away,True,0.0,12.05.2018,8
3864,positive,Catherine,I absolutely LOVE this case It swivels degrees in the case itself NO VELCRO and the grooves are very deep much deeper than any other iPad case I have hadused I have been through more than iPad cases because either the grooves do not hold up and it keeps falling while I am using my iPad or it does not swivel My case with the velcro was not very good because the velcro just does not hold well anymore and the grooves to hold the iPad up are no longer functional This particular case from Finite is my new favorite for several reasons First it snapped right into the case and nothing on my iPad is obstructed Second it swivels degrees while in the case which is fabulous Third the grooves for holding up the iPad are deeper than any other case I have ever had so this is a BIG PLUS Fourth it comes in a TON of colors and patterns so there is something for everyone Finally it is padded for protection it has a stylus holder an elastic strap to keep it closed and the magnets that put it to sleep when you close the cover This is definitely my new go to case its definitely my favorite,True,0.0,15.01.2018,211
3865,neutral,L. Schwalm,It does not push as much as I would have thought but overall a good amp,True,0.0,26.05.2018,16
3866,negative,Kyle May,This thing is LOUD I can not exaggerate enough telling you its so LOUD and there is no way to turn it down It sits next to my bed I live in Florida where severe thunderstorms are a daily and nightly occurrence Its like having somebody blast a bullhorn in your face during your most peaceful moment sleep Not sure I can tolerate that level of extreme in my old age Did I mention its really loud What did you say,True,0.0,22.04.2018,81
3868,neutral,Jeffrey P.,Nice IP camera Alerts are good and work well on my note Camera up and down range are limited so placement is the key,True,0.0,24.04.2018,24
3869,positive,Deenie,work just fine,True,0.0,01.03.2018,3
3871,neutral,John,Build quality seems nice The headphones come in decent packaging with nice instructions and even some coupons for free extra eartips and such Lots of choices for ear fit attachments so sizing and fit should not be an issue The driver housing is very large and extends past the eartips making these a little uncomfortable regardless of eartip choice for longer wearing sessions Battery charges quickly and seems to last for a decent amount of time I do not really wear them for long stretches so I do not have a very solid idea of exactly how long you could go on one charge Sound quality is a little underwhelming but there are three different EQs to choose from and the one I chose is at least passing I do have some intermittent disconnect issues which has become annoying All in all these are a decent entry option for wireless BT phones because of the nice price point but are not really appropriate for someone who is looking for quality sound reproduction and a distraction free user experience or someone who wears headphones for long stretches,False,0.0,23.03.2018,186
3874,positive,Chris S.,had for years until i switched to a custom loop,True,0.0,21.06.2018,10
3875,negative,Joel Rattray,Rally upset about this purchae after just two weeks my cord stop working I could not be more upset Always respected this company but all I can say is that they have not trust in tjer product no more Would like to hear the company,True,0.0,08.06.2018,45
3876,positive,Remoat,Exactly as described Works great,True,0.0,18.07.2018,5
3878,positive,Shield80,Use it for the scanner in my car to avoid ground loop noise while using external wired speaker Does what it is designed to do,True,0.0,19.01.2018,25
3882,positive,jaimi,This is Jaimi Jaimi ordered a replacement headphone headband He got the part quickly and the part was very high quality He removed his old headband before fully comprehending the new parts description He now has a new headband that does not fit his headphones AGH has promised to notify him when the development on his actual models headband is complete He can not expect more than that now can he,True,0.0,25.02.2018,71
3884,negative,Joseph Graham ,Not impressed not near functional as it looks Does not hold a dlsr camera well,True,3.0,05.02.2018,15
3886,negative,movie buff101,recieved my home theater works well so far with Samsung inch K tv fair surround sound clear voice in center lots of seperation in rear front channel speakers,True,0.0,12.04.2018,28
3887,negative,PhatMatt,The features like USB port nightlight on bottom digital tuning and brightness control are why I purchased this clock Unfortunately it has static sound whether its on radio or AUX The antenna was fully extended and when I switched it to AUX it continued to make that sound and I boxed it right back up for a return,True,0.0,26.06.2018,58
3889,positive,Michael Jurado,I have a mess of cables from small computer cables to other media equipment to outside extension cords and holiday lights and this product was able to take care of them all I really like the colors on them and would like to see maybe an all color pack ex all red for categorizing and even a reflective version when twist tieing holiday lights in the dark Will buy more I hope this helps Mr J,True,0.0,16.04.2018,76
3891,positive,Michael S.,This speaker is useful I use it at work for just light background music The construction is really nice I would say this is water resistantso you would put it in water But if you get a splash on it you be ok As for sound I have a BOSE sound link color and that has awesome sound I love With this one you will get it loud and its loud for a bluetooth speaker Bass was punchy but not like the BOSE You can not bass when this speaker is at a lower volumeit almost sounds tinny This needs to be loud But I love it for beach and being out side And I answer calls as well with it,True,3.0,10.04.2018,121
3892,neutral,PondKeeper,A good speaker but muddy it is my second OontZ angle speaker its lack of treble makes it fairly unclear and basically just good for talk radio and background music,True,0.0,16.06.2018,30
3893,positive,S. Bernstein,I am not an audiophile but I know what I like which is clear sound that has a good balance of treble mid and bass For the price these absolutely deliver the goods If they had been twice the price I would not be a bit surprised considering the sound quality If you are looking for an inexpensive extra pair of buds or a pair to bring to the gym or take on the road these fit the bill perfectly,True,0.0,04.03.2018,80
3894,negative,Stefan J. Loveridge,Basically no integration with amazon tv if you want to use the very nice sec forwardbackward and multi level fast forward rewind you are out of luck this remote does not replicate that functionality I assumed i would not be able to use voice and you can not and you will miss it a lot Alexa integration is a joke nothing nearly as good as the native smart home features of Alexa Beyond the amazon integrations the remote is still a disappointment you can not override insane defaults like powering everything off when switching from one activity to another The hue integration is a joke too I was sure it would be an improvement over the wink and alexa integrations but it is not the smart buttons can not be set globally so they are basically useless In short this thing sits in its charger and noone uses it I contacted logitech and they asked me what issues i was having i described them andcrickets i followed up a week latercrickets two weeks further and we will see if they respond this time if not its an ftc complaint for them,False,2.0,16.02.2018,191
3895,positive,2008_H3_Hummer_#1_DJE,Nice well built internet cable connection connectors These work really nice with no issues,True,0.0,15.04.2018,14
3897,negative,Shaq_Train,I wanted to use this as an access point apparently this is possible but unlike other routers produced by Dlinks competitors there is no option for this in the routers settings which makes this easy and doable for the average user if you understand routers and networking as well as someone working in IT I am sure this would be a breeze to do by following instructions on the website Not easy for me enough to figure out with the instructions on Dlinks forum I suppose I should have bought another net gear,True,0.0,04.06.2018,93
3898,negative,Allen M Adams,Misleading poor gps accuracy and long delay between update This does not give real time It will give a log at the very end and even the way it mapped was rediculis do not waste your time on this if you truly are looking for security such as where your child is Last customer service nightmare This is going back today Totally disappointed By the way it states second updates on discription Again Mia leading you have a choice to purchase update reload speeds starting at sec as fast as seconds for a month What a rip off Just state choice of reload speeds sec to per subscription picked They cleverly did not mention that If you buy and your not satisfied you were warned Now let us see how hard it is to get my subscription canceled the same day,True,0.0,21.07.2018,141
3900,neutral,Erik,Product works but the cable was not supplied as stated on their item description,True,0.0,29.04.2018,14
3901,negative,ZL,Looked great for about a year then the vinyl started to peel on the front cover After years it is in completely trashed condition I took very good care of it I traveled with it once Otherwise it stayed inside of my house on a table or bookshelf Expect to replace it at after about a year Cheap junk from China,True,0.0,15.04.2018,61
3902,positive,Lilly_75,Great and solid,True,0.0,29.01.2018,3
3905,neutral,PS,They work and are decent,True,0.0,17.08.2018,5
3907,neutral,Jayala,works,True,0.0,11.05.2018,1
3908,negative,Mike C.,Vision is much better than the original Ford Back Up Camera and cheaper I like the infrared capability However it did not come with any set screws Its slightly tilted up too far and I can not adjust it down From the other reviews I am concerned that the two holes will fill with water and become fogged can not adjust and fills with waterunless I can fix looks like Ill have to find another option Update do not have to worry about foggingSystem went black and can not see anything Raining yesterday and believe moisture got into electronics after I tried to plug the seemsforgot about the cable access point,True,0.0,30.06.2018,111
3909,positive,John Jr,Fast shipping and works Great,True,0.0,27.03.2018,5
3912,neutral,John Causey,Did not work on connector on my Buick Lesabre Made a spacer for the outside diameter so that it would fit,True,0.0,01.04.2018,21
3913,negative,Janet,Too large for my computer,True,0.0,12.05.2018,5
3917,positive,Rosemarie,Beautiful sound bar with various connections hdmi optical cable blue tooth but did not connect well on my Samsung Smart TV Hated to return it,False,0.0,18.09.2018,25
3918,negative,Justin Nissen,Junk Nothing for apps downloaded Then tried to get it to work with a computer friend Nothing do not waste almost To late to send back but tried Sent email nothing from seller,True,0.0,05.06.2018,33
3919,positive,S. Strong,Love it,True,0.0,12.04.2018,2
3920,neutral,Darren Embry,I purchased this for the sole purpose of looking cool It did the job for about seven months A couple of unfortunate aspects The top section weighs just enough that the screen falls down because it weighs too much for the hinge Also I had to superglue the rubber feet back on because the adhesive was not strong enough to hold over months of carrying the laptop in my messenger bag Which might also because a few scuffs a little plastic piece to fall off etc This was for a mid MacBook Air in case the hinge is different for other models this fits,True,0.0,27.06.2018,104
3923,neutral,Amazon Customer,Charger does not show it is fully charged Flashing red light not solid green even though it is fully charged,True,0.0,12.07.2018,20
3924,negative,Tracy,The built quality seemed really good overall and it was made in Japan But unfortunately the vertical tilt knob was defective on the one I received My mirrorless camera which is only LB with the lens attached could not stay in any vertically tilted position no matter how tight I turn the knob,True,0.0,28.04.2018,53
